#
# unknown PARAMETER set 
#
#
# TimeSeriesTable of series:
#
# TT.L_Close [261,261] Werte
# TSCO.L_Close [261,261] Werte
# BP.L_Close [261,261] Werte
# BG.L_Close [261,261] Werte
# MGGT.L_Close [261,261] Werte
# AGK.L_Close [261,261] Werte
# RIO.L_Close [261,261] Werte
# SBRY.L_Close [261,261] Werte
# TLW.L_Close [261,261] Werte
# CCL.L_Close [261,261] Werte
# VOD.L_Close [261,261] Werte
# SVT.L_Close [261,261] Werte
# BLT.L_Close [261,261] Werte
# REX.L_Close [261,261] Werte
# MKS.L_Close [261,261] Werte
# ANTO.L_Close [261,261] Werte
# AZN.L_Close [261,261] Werte
# UU.L_Close [261,261] Werte
# SSE.L_Close [261,261] Werte
# RDSB.L_Close [261,261] Werte
# BA.L_Close [261,261] Werte
# AAL.L_Close [261,261] Werte
# MRW.L_Close [261,261] Werte
# NG.L_Close [261,261] Werte
# MNDI.L_Close [261,261] Werte
# BT-A.L_Close [261,261] Werte
# CNA.L_Close [261,261] Werte
# EZJ.L_Close [261,261] Werte
#
#
Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	Y	
1376895600000.0000	361.6000	366.3000	439.5000	1164.0000	532.5000	1670.0030	3055.0000	388.4000	1034.0000	2423.0000	107.9700	1699.0000	3912.0000	503.0000	459.5000	922.0000	3186.5000	684.0000	1558.0000	2125.0000	440.4000	1492.5000	286.2000	733.5000	1027.0000	322.2000	385.5000	1267.0000	
1361347200000.0000	330.0000	374.4000	447.7500	1160.0000	458.7000	1738.9990	3646.5000	335.1000	1244.0000	2480.0000	92.4150	1622.0000	4367.0000	502.0000	385.9000	1068.0000	2955.0000	736.5000	1441.0000	2216.0000	332.2000	1951.0000	262.3000	710.0000	845.0000	281.0000	354.0000	1015.0000	
1369378800000.0000	358.5000	380.0000	476.4000	1194.0000	523.5000	1731.0040	2867.0000	378.0000	1025.0000	2237.0000	110.6430	2071.0000	3846.0000	523.5000	475.0000	961.0000	3428.0000	787.0000	1606.0000	2287.0000	414.1000	1556.5000	280.0000	836.0000	902.5000	307.7000	389.7000	1250.0000	
1360051200000.0000	300.4000	359.2000	468.7000	1142.0000	435.0000	1580.9990	3625.0000	331.0000	1184.0000	2561.0000	97.3920	1620.0000	4326.0000	468.0000	376.2000	1113.0000	3068.0000	733.0000	1415.0000	2256.0000	333.4000	1932.0000	251.9000	697.0000	769.5000	268.9000	345.1000	948.5000	
1364972400000.0000	321.3000	377.7000	461.9000	1147.5000	491.0000	1787.9980	3024.5000	383.1000	1214.0000	2268.0000	105.8660	1697.0000	3800.0000	539.0000	392.0000	952.5000	3302.0000	708.0000	1511.0000	2195.0000	390.0000	1650.0000	279.2000	783.0000	880.5000	278.5000	375.6000	1127.0000	
1368082800000.0000	340.6000	376.6500	465.5000	1202.0000	499.6000	1755.9980	3091.0000	378.8000	1038.0000	2388.0000	109.4200	1821.0000	3855.0000	522.5000	421.6000	931.5000	3326.5000	743.5000	1576.0000	2321.0000	381.3000	1667.0000	288.4000	821.0000	890.5000	275.7000	378.0000	1153.0000	
1386662400000.0000	378.3000	331.9500	473.1500	1236.5000	494.6000	1580.9990	3256.0000	385.7000	853.5000	2148.0000	131.2020	1666.0000	3615.0000	480.0000	458.6000	765.5000	3450.0000	641.5000	1309.0000	2164.0000	415.4000	1316.0000	264.0000	748.5000	975.0000	368.6000	324.5000	1440.0000	
1363676400000.0000	311.3000	380.0500	449.7000	1187.0000	482.5000	1949.9960	3107.0000	371.4000	1224.0000	2265.0000	106.6900	1673.0000	3963.0000	525.5000	398.1000	1050.0000	3064.5000	695.5000	1480.0000	2220.0000	393.4000	1820.0000	269.7000	746.5000	872.0000	269.9000	355.0000	1060.0000	
1375426800000.0000	387.8000	371.2500	455.4000	1193.5000	553.0000	1586.9950	3036.0000	393.5000	1068.0000	2568.0000	113.3720	1787.0000	3789.0000	515.0000	488.8000	901.0000	3332.5000	725.0000	1575.0000	2190.5000	452.1000	1457.0000	290.4000	783.5000	981.0000	339.6000	390.1000	1448.0000	
1385366400000.0000	362.8000	354.2500	490.1000	1259.0000	497.1000	1556.9940	3164.0000	408.9000	874.5000	2272.0000	130.6610	1785.0000	3750.0000	493.5010	498.9000	789.5000	3437.5000	665.5000	1369.0000	2200.0000	432.3000	1371.5000	266.6000	784.5000	999.0000	374.5000	343.2000	1434.0000	
1367910000000.0000	335.0000	370.0000	473.6500	1157.0000	483.7000	1692.9980	3072.5000	396.5000	1009.0000	2390.0000	110.5290	1828.0000	3766.0000	509.0000	410.7000	989.5000	3315.0000	741.0000	1568.0000	2288.0000	374.7000	1623.0000	292.7000	820.0000	858.5000	281.9000	374.0000	1138.0000	
1371020400000.0000	339.4000	342.5500	454.7500	1173.5000	522.0000	1652.0040	2690.0000	365.1000	1016.0000	2160.0000	102.9370	1765.0000	3524.0000	499.7010	439.6000	879.5000	3264.5000	728.0000	1504.0000	2189.0000	389.3000	1374.5000	262.9000	747.5000	774.0000	309.3000	368.1000	1214.0000	
1366614000000.0000	304.8000	368.1000	446.6500	1030.5000	466.0000	1761.9950	2888.5000	380.0000	1046.0000	2261.0000	110.7850	1788.0000	3525.0000	512.5000	400.1000	892.5000	3350.0000	742.0000	1531.0000	2150.5000	373.3000	1592.5000	283.2000	797.5000	849.0000	276.6000	385.1000	1124.0000	
1381474800000.0000	369.6000	357.9000	439.6500	1190.5000	541.0000	1477.0050	3079.5000	388.5000	997.0000	2058.0000	125.0020	1786.0000	3630.0000	478.0000	477.7000	859.0000	3176.5000	700.0000	1451.0000	2115.0000	436.3000	1512.0000	275.6000	748.0000	1052.0000	348.1000	363.3000	1272.0000	
1378364400000.0000	335.4000	367.2000	445.7500	1280.0000	533.0000	1598.9980	3098.5000	388.4000	1033.0000	2340.0000	119.7420	1698.0000	3825.0000	498.5010	494.9000	881.0000	3143.5000	681.5000	1574.0000	2162.5000	445.1000	1571.0000	294.0000	738.5000	1055.0000	342.5000	393.8000	1236.0000	
1357286400000.0000	286.9000	349.4500	453.5000	1038.0000	406.5000	1765.0020	3613.0000	333.8000	1275.0000	2420.0000	91.0220	1610.0000	4365.0000	451.8000	376.4000	1343.0000	3000.0000	684.5000	1466.0000	2219.5000	352.7000	2002.0000	256.9000	711.0000	700.5000	242.8000	341.0000	821.0000	
1383897600000.0000	382.2000	366.0500	477.6500	1266.5000	516.0000	1566.9980	3319.0000	395.0000	901.0000	2314.0000	130.0930	1770.0000	3940.0000	525.5000	500.0000	836.5000	3278.0000	684.0000	1395.0000	2139.0000	457.0000	1492.5000	278.4000	774.0000	1019.0000	372.1000	350.0000	1225.0000	
1377068400000.0000	354.6000	363.2000	432.5500	1147.0000	534.5000	1654.0030	2987.0000	386.0000	1006.0000	2427.0000	108.0550	1696.0000	3746.0000	496.3010	457.0000	895.0000	3183.5000	684.0000	1547.0000	2108.5000	440.9000	1474.0000	284.6000	740.0000	1015.0000	327.4000	386.2000	1271.0000	
1373958000000.0000	365.5000	355.5000	465.2000	1190.0000	551.5000	1769.9990	2883.0000	380.8000	1092.0000	2473.0000	110.0170	1746.0000	3664.0000	486.5000	460.5000	833.0000	3269.5000	713.0000	1616.0000	2308.0000	428.6000	1324.0000	282.3000	762.0000	920.0000	338.4000	379.9000	1350.0000	
1372662000000.0000	364.9000	333.0000	457.9500	1130.0000	533.0000	1682.0050	2734.5000	358.8000	1049.0000	2328.0000	107.2590	1680.0000	3429.0000	496.0000	442.1000	832.5000	3151.0000	685.0000	1528.0000	2185.0000	397.4000	1292.0000	260.2000	744.0000	834.5000	317.5000	360.1000	1347.0000	
1357113600000.0000	287.7000	342.7500	431.3000	1022.0000	402.8000	1769.0000	3691.0000	336.0000	1281.0000	2399.0000	89.5440	1605.0000	4417.0000	446.8000	382.7000	1381.0000	2969.0000	685.5000	1439.0000	2179.5000	350.5000	2003.5000	257.4000	706.5000	686.0000	237.2000	340.8000	794.0000	
1360224000000.0000	306.3000	360.3500	456.8000	1111.0000	436.5000	1556.9940	3660.0000	328.8000	1178.0000	2594.0000	97.7330	1618.0000	4310.0000	460.2000	378.0000	1124.0000	3021.5000	726.0000	1405.0000	2202.5000	337.2000	1937.0000	248.6000	689.0000	775.5000	267.0000	340.4000	958.5000	
1365145200000.0000	298.6000	369.0500	447.1000	1114.0000	468.2000	1728.9960	2951.0000	370.9000	1154.0000	2217.0000	103.8460	1649.0000	3759.0000	515.0000	376.8000	961.0000	3282.5000	705.0000	1509.0000	2145.0000	386.3000	1639.5000	272.9000	781.0000	837.0000	265.8000	374.1000	1027.0000	
1383116400000.0000	385.5000	369.0000	482.0000	1245.5000	566.5000	1596.9990	3200.5000	400.1000	947.0000	2224.0000	128.5860	1876.0000	3904.0000	522.0000	493.2000	897.5000	3330.0000	714.0000	1428.0000	2277.0000	452.9000	1534.0000	285.4000	786.0000	1120.0000	369.5000	358.3000	1321.0000	
1380006000000.0000	356.5000	374.0000	442.3000	1208.0000	557.0000	1620.0040	3106.5000	398.0000	1065.0000	2258.0000	121.1920	1811.0000	3720.0000	489.1000	503.5000	850.0000	3218.0000	703.0000	1580.0000	2150.0000	450.9000	1545.5000	287.6000	746.5000	1077.0000	342.5000	396.7000	1298.0000	
1386835200000.0000	379.4000	325.2000	470.7500	1219.0000	491.6000	1549.9990	3192.0000	386.9000	836.0000	2146.0000	130.0360	1674.0000	3509.0000	475.6000	458.3000	761.0000	3458.0000	655.5000	1324.0000	2176.5000	420.9000	1275.0000	260.0000	750.0000	904.5000	368.7000	325.1000	1453.0000	
1363849200000.0000	314.1000	373.2000	449.4000	1160.0000	485.8000	1916.9960	3144.5000	367.9000	1255.0000	2273.0000	104.3870	1680.0000	3922.0000	524.5000	390.0000	1048.0000	3133.0000	709.0000	1488.0000	2210.0000	384.7000	1756.0000	270.0000	743.5000	875.0000	266.3000	352.5000	1028.0000	
1378710000000.0000	347.4000	367.2500	444.1000	1217.0000	545.0000	1605.0040	3130.5000	392.8000	1059.0000	2350.0000	119.6560	1689.0000	3814.0000	501.0000	500.5000	891.5000	3116.5000	673.0000	1559.0000	2144.5000	445.0000	1594.5000	291.7000	737.0000	1078.0000	343.0000	395.8000	1267.0000	
1385539200000.0000	362.8000	345.4500	482.0500	1256.0000	493.6000	1558.0030	3139.0000	406.0000	863.0000	2230.0000	130.2060	1746.0000	3688.0000	503.0000	489.6000	776.0000	3420.5000	656.5000	1340.0000	2148.5000	426.2000	1338.5000	263.7000	775.5000	1013.0000	373.9000	340.3000	1444.0000	
1371193200000.0000	346.3000	336.5000	453.8000	1190.0000	516.5000	1724.9980	2786.0000	369.8000	1048.0000	2231.0000	102.3960	1760.0000	3637.0000	495.2000	448.4000	904.0000	3239.5000	729.5000	1515.0000	2160.5000	387.0000	1426.0000	266.3000	746.0000	805.5000	312.4000	372.5000	1252.0000	
1382943600000.0000	381.8000	371.4000	452.1000	1237.0000	558.0000	1608.0020	3192.5000	398.8000	957.0000	2218.0000	128.2440	1866.0000	3889.0000	515.5000	475.0000	870.0000	3301.0000	713.0000	1440.0000	2240.0000	447.7000	1515.5000	284.5000	783.5000	1101.0000	361.7000	357.7000	1300.0000	
1358755200000.0000	293.8000	350.6500	459.0000	1119.5000	429.4000	1805.9970	3555.0000	328.5000	1154.0000	2613.0000	92.2740	1587.0000	4162.0000	459.7000	366.5000	1264.0000	3071.5000	720.5000	1435.0000	2264.0000	345.5000	1899.5000	255.4000	695.0000	728.5000	248.7000	342.8000	857.5000	
1361865600000.0000	311.0000	365.0000	444.1000	1147.0000	449.9000	1649.9960	3500.0000	341.3000	1191.0000	2399.0000	92.0740	1600.0000	4166.0000	508.5010	362.0000	1101.0000	2947.5000	730.0000	1426.0000	2185.5000	344.9000	1938.5000	260.6000	714.5000	832.0000	266.5000	349.1000	997.5000	
1366786800000.0000	314.8000	365.2000	458.1500	1076.0000	466.7000	1756.9980	3000.5000	386.9000	1041.0000	2301.0000	109.8750	1808.0000	3625.0000	509.5010	410.0000	911.5000	3390.0000	738.5000	1549.0000	2240.0000	382.6000	1625.5000	284.0000	807.0000	866.5000	284.3000	376.9000	1144.0000	
1388476800000.0000	413.1000	334.3500	488.0500	1297.5000	527.5000	1708.9980	3409.5000	365.0000	855.0000	2501.0000	134.7850	1705.0000	3738.0000	530.5000	432.6000	824.0000	3574.5000	671.5000	1370.0000	2280.0000	435.0000	1320.0000	261.0000	788.0000	1046.0000	379.4000	347.7000	1536.0000	
1377241200000.0000	357.4000	372.5000	442.9500	1182.0000	538.5000	1607.0020	3069.0000	398.2000	1027.0000	2511.0000	109.0500	1718.0000	3819.0000	498.5010	471.6000	915.0000	3246.5000	690.5000	1555.0000	2148.0000	447.7000	1524.5000	292.8000	742.5000	1058.0000	332.3000	390.0000	1265.0000	
1374130800000.0000	373.7000	368.2000	470.4000	1197.5000	549.0000	1800.0000	2948.5000	391.1000	1112.0000	2520.0000	108.8230	1761.0000	3762.0000	488.6000	482.4000	848.5000	3305.0000	720.0000	1621.0000	2330.0000	433.7000	1377.5000	287.0000	764.5000	917.5000	332.1000	381.4000	1406.0000	
1369724400000.0000	369.2000	385.0000	482.6500	1219.0000	534.0000	1812.0030	2880.5000	383.2000	1039.0000	2254.0000	112.4340	2064.0000	3877.0000	534.0000	485.0000	964.5000	3521.5000	787.0000	1628.0000	2325.0000	415.0000	1540.5000	281.0000	839.5000	918.0000	312.6000	392.7000	1300.0000	
1372834800000.0000	360.2000	331.4000	448.1000	1105.5000	528.5000	1676.9980	2649.0000	359.7000	1061.0000	2343.0000	106.5480	1704.0000	3341.0000	475.5000	441.3000	812.0000	3134.0000	686.0000	1545.0000	2155.0000	396.7000	1207.0000	261.9000	740.0000	810.5000	317.8000	365.0000	1320.0000	
1368428400000.0000	350.5000	375.5500	465.5500	1185.5000	516.0000	1764.0030	3001.0000	389.8000	1023.0000	2364.0000	110.0460	1825.0000	3823.0000	528.0000	423.6000	940.5000	3338.0000	739.5000	1592.0000	2331.5000	389.5000	1577.0000	291.8000	834.5000	897.5000	305.8000	380.8000	1142.0000	
1383289200000.0000	380.0000	363.4000	484.7500	1270.0000	509.0000	1583.9970	3184.0000	393.9000	944.0000	2232.0000	132.2250	1861.0000	3838.0000	517.5000	494.7000	837.0000	3292.0000	702.0000	1413.0000	2189.5000	455.7000	1460.0000	281.5000	780.5000	1108.0000	378.6000	354.8000	1296.0000	
1380178800000.0000	370.4000	362.4500	444.3500	1196.5000	555.0000	1590.0030	3140.5000	398.0000	1061.0000	2100.0000	124.2630	1794.0000	3766.0000	486.5000	497.0000	853.5000	3239.5000	692.0000	1460.0000	2159.0000	468.0000	1569.5000	285.0000	743.0000	1066.0000	343.1000	366.9000	1287.0000	
1378882800000.0000	355.4000	371.4000	445.8000	1206.5000	552.5000	1650.9950	3207.0000	396.1000	1073.0000	2423.0000	119.5150	1716.0000	3865.0000	509.5010	509.0000	886.0000	3161.5000	680.0000	1564.0000	2158.5000	442.6000	1609.5000	297.2000	739.0000	1102.0000	346.5000	397.7000	1325.0000	
1375772400000.0000	401.5000	372.0000	454.3500	1209.5000	544.0000	1635.9940	2999.5000	391.3000	1054.0000	2552.0000	112.6900	1778.0000	3750.0000	508.5010	483.6000	849.5000	3272.0000	724.5000	1577.0000	2185.0000	453.6000	1416.0000	289.2000	781.0000	987.5000	338.6000	391.5000	1427.0000	
1385712000000.0000	367.3000	347.9500	482.0000	1248.5000	499.1000	1605.0040	3261.5000	407.4000	869.5000	2233.0000	128.9840	1766.0000	3718.0000	499.6000	487.0000	794.0000	3513.5000	658.5000	1327.0000	2144.5000	427.4000	1349.0000	265.5000	775.0000	1005.0000	372.7000	338.3000	1424.0000	
1374476400000.0000	367.3000	368.0500	468.4500	1222.5000	551.5000	1833.0000	2902.5000	398.5000	1115.0000	2491.0000	110.3300	1761.0000	3752.0000	489.2000	482.5000	846.0000	3276.0000	716.5000	1605.0000	2323.0000	432.2000	1405.0000	286.3000	773.5000	915.5000	343.2000	381.2000	1387.0000	
1358928000000.0000	278.0000	352.8000	463.2500	1149.0000	433.7000	1818.9980	3501.0000	329.0000	1195.0000	2580.0000	92.9560	1604.0000	4220.0000	463.3000	379.1000	1269.0000	3082.5000	717.5000	1382.0000	2271.0000	341.8000	1869.0000	259.2000	699.0000	722.0000	250.7000	344.9000	855.0000	
1362038400000.0000	317.3000	369.6000	445.7000	1165.5000	454.6000	1695.9960	3541.0000	345.8000	1214.0000	2478.0000	94.1500	1619.0000	4178.0000	514.5000	371.3000	1093.0000	2995.5000	737.0000	1446.0000	2223.5000	355.1000	1922.0000	259.6000	729.5000	844.5000	267.7000	352.1000	997.0000	
1366959600000.0000	318.0000	366.9500	454.1000	1065.0000	472.9000	1773.9970	2959.5000	382.8000	1031.0000	2336.0000	112.1500	1808.0000	3631.0000	512.0000	415.3000	916.0000	3321.0000	732.5000	1550.0000	2217.0000	378.9000	1606.0000	286.3000	807.5000	860.5000	285.8000	375.6000	1135.0000	
1381820400000.0000	375.0000	364.5000	444.6500	1217.0000	543.5000	1485.0000	3215.0000	395.3000	987.0000	2067.0000	126.2540	1814.0000	3685.0000	486.2000	483.4000	888.5000	3183.0000	703.5000	1443.0000	2143.0000	439.2000	1569.0000	281.7000	757.0000	1084.0000	354.4000	367.9000	1272.0000	
1357632000000.0000	276.8000	351.5000	448.9500	1032.5000	409.5000	1769.0000	3547.0000	339.0000	1225.0000	2435.0000	92.3590	1596.0000	4298.0000	448.8000	369.6000	1288.0000	3000.0000	675.0000	1456.0000	2200.5000	351.6000	2028.0000	253.3000	689.0000	700.5000	245.1000	335.9000	821.0000	
1387353600000.0000	396.0000	319.0500	464.9000	1235.5000	503.0000	1611.0000	3248.5000	365.1000	836.5000	2192.0000	129.6090	1678.0000	3578.0000	497.3010	441.5000	795.5000	3560.0000	650.5000	1345.0000	2179.5000	434.1000	1277.5000	253.2000	770.0000	963.0000	373.2000	328.7000	1492.0000	
1384243200000.0000	382.3000	366.8000	483.9000	1269.5000	510.5000	1581.9980	3267.0000	398.8000	900.0000	2288.0000	131.5140	1821.0000	3881.0000	527.0000	498.1000	812.5000	3284.5000	688.5000	1405.0000	2165.0000	452.0000	1440.5000	274.8000	781.0000	1045.0000	377.1000	360.4000	1227.0000	
1369897200000.0000	363.0000	367.2500	478.3000	1215.0000	534.5000	1827.0030	2933.0000	377.2000	1043.0000	2253.0000	109.7610	2049.0000	3888.0000	531.0000	475.7000	958.5000	3439.0000	758.5000	1565.0000	2305.5000	412.0000	1562.0000	275.3000	788.5000	902.0000	303.4000	376.0000	1269.0000	
1373007600000.0000	370.1000	341.1500	454.0000	1132.0000	543.0000	1728.9960	2636.0000	372.5000	1048.0000	2402.0000	109.0500	1735.0000	3333.0000	483.1000	462.7000	784.5000	3213.5000	702.5000	1579.0000	2192.5000	408.0000	1217.0000	272.5000	749.0000	842.0000	329.3000	374.8000	1340.0000	
1360569600000.0000	311.8000	367.9000	454.7500	1114.5000	438.5000	1580.9990	3656.0000	333.6000	1170.0000	2585.0000	98.7570	1595.0000	4319.0000	455.0000	382.8000	1133.0000	3018.5000	728.0000	1405.0000	2201.5000	336.5000	1971.5000	256.1000	691.0000	789.0000	267.1000	342.0000	970.0000	
1365490800000.0000	302.8000	378.5000	450.7500	1130.5000	467.8000	1740.9980	3135.0000	375.0000	1187.0000	2238.0000	106.6330	1676.0000	3888.0000	524.0000	378.9000	1028.0000	3311.0000	709.0000	1509.0000	2151.5000	385.6000	1699.5000	279.3000	777.5000	832.5000	268.1000	373.6000	1022.0000	
1368601200000.0000	355.4000	375.4000	467.6000	1222.5000	519.0000	1750.0020	2914.0000	377.3000	1043.0000	2389.0000	111.0120	2090.0000	3810.0000	537.5000	436.0000	919.0000	3374.5000	762.5000	1591.0000	2300.5000	400.9000	1544.0000	283.1000	844.5000	916.5000	312.6000	385.9000	1224.0000	
1387180800000.0000	390.0000	331.0000	473.2000	1236.0000	505.5000	1644.9990	3218.5000	395.5000	846.0000	2190.0000	129.4950	1691.0000	3586.0000	488.1000	458.0000	768.0000	3547.5000	663.0000	1348.0000	2174.5000	436.9000	1293.5000	264.4000	770.5000	945.5000	372.0000	325.6000	1506.0000	
1364194800000.0000	311.0000	371.2500	459.9500	1139.5000	485.4000	1854.9960	3069.5000	375.0000	1238.0000	2254.0000	106.4620	1669.0000	3848.0000	521.5000	392.4000	1008.0000	3256.5000	703.5000	1483.0000	2189.5000	385.3000	1717.5000	266.7000	755.0000	886.5000	280.8000	362.1000	1039.0000	
1379055600000.0000	353.5000	372.0000	442.5000	1204.0000	556.0000	1615.9970	3143.0000	397.2000	1063.0000	2428.0000	120.5670	1733.0000	3770.0000	502.0000	511.5000	849.5000	3174.5000	680.5000	1551.0000	2166.5000	443.6000	1568.5000	295.3000	741.5000	1093.0000	345.4000	396.2000	1300.0000	
1375945200000.0000	380.4000	369.1000	441.8000	1193.0000	543.5000	1650.9950	3016.5000	391.8000	1041.0000	2492.0000	111.9220	1779.0000	3798.0000	512.0000	486.1000	876.5000	3224.0000	717.5000	1581.0000	2160.0000	439.0000	1454.5000	288.5000	769.5000	1017.0000	326.5000	391.9000	1383.0000	
1374649200000.0000	377.3000	367.7500	473.9000	1185.0000	540.5000	1819.9980	2970.5000	394.8000	1021.0000	2509.0000	110.1020	1742.0000	3814.0000	488.4000	485.4000	885.0000	3288.5000	710.5000	1625.0000	2327.0000	438.3000	1438.0000	287.9000	769.0000	928.0000	342.0000	385.7000	1385.0000	
1371538800000.0000	348.5000	335.9000	460.4000	1198.5000	526.0000	1752.0010	2811.0000	372.7000	1042.0000	2244.0000	104.8420	1765.0000	3641.0000	499.1000	445.4000	879.0000	3250.5000	726.5000	1539.0000	2183.0000	395.7000	1423.5000	264.7000	754.5000	817.0000	319.3000	373.7000	1279.0000	
1359100800000.0000	293.1000	355.6500	465.3000	1165.5000	432.4000	1754.0000	3518.0000	330.5000	1183.0000	2615.0000	96.8230	1647.0000	4208.0000	469.2000	384.2000	1257.0000	3156.5000	745.0000	1386.0000	2315.5000	343.2000	1886.0000	257.4000	700.0000	732.0000	253.1000	346.9000	945.0000	
1370242800000.0000	353.9000	358.4500	469.0000	1207.5000	530.0000	1706.0000	2880.0000	371.5000	1062.0000	2163.0000	107.2590	2042.0000	3806.0000	526.5000	466.8000	970.5000	3353.5000	755.5000	1528.0000	2254.5000	405.7000	1540.0000	270.3000	782.5000	857.0000	294.3000	371.2000	1221.0000	
1381993200000.0000	373.2000	368.0000	443.9000	1220.5000	539.0000	1454.9990	3191.5000	396.5000	981.5000	2068.0000	130.4050	1799.0000	3688.0000	480.0000	487.9000	888.5000	3150.0000	700.0000	1432.0000	2141.0000	445.2000	1553.0000	283.5000	751.5000	1096.0000	364.1000	364.3000	1328.0000	
1357804800000.0000	280.8000	355.4000	461.0500	1041.5000	426.9000	1770.9990	3511.5000	325.7000	1225.0000	2418.0000	93.5530	1586.0000	4264.0000	461.9000	368.8000	1322.0000	2996.5000	692.5000	1450.0000	2203.0000	348.0000	2072.0000	251.9000	687.0000	696.0000	246.3000	335.9000	834.0000	
